restaurants_name,restaurants_phone,restaurants_user_name,restaurants_user_review
Pomodoro,(206) 324-3160,Artemis L.,"I am giving this restaurant five stars despite a couple of unsettling experiences with our waiter. The food is just that good.
My husband took me out to dinner at Pomodoro last night to celebrate my birthday. It is a lovely little restaurant, with creative lighting (red circle lights, tiny twinkling white lights, and warm yellowish-white lights), and crisp white tablecloths.
I had the tomato cream soup, the paella, and I split the dungeness crab linguine with my husband. My husband also had the pork pancetta. My husband is characteristially very unenthusiastic, so when I asked him how his food was and he said ""good"" (he says ""okay"" 95%+ of the time that I ask him this question), I knew that the food was an unusually special experience for him, too!
My food was absolutely outstanding, probably among the top ten meals I've ever eaten. The chef had a lovely long blurb included in the menu about his love for cooking, a few of his famous customers, and his experience as a chef. While I enjoyed reading this blurb, I definitely judged the food on my actual experience of eating it, which was heavenly.
We also ordered a bottle of the Cava Mont Marcal wine. I enthusiastically recommend this wine. It was outstanding.
Our waiter has a very genteel manner, but his memory and attentiveness are unfortunately severely lacking. We arrived fairly late, just after 9pm, and perhaps he'd had a long and busy night before we arrived. He also appeared to be pushing 90 years old.
He smiled a lot and he seemed like he was trying his best, but he basically ignored us for the middle half of our meal. My husband had to literally get up out of his chair three times to go up to him when we needed something. He was just in his own world (also I think partially closing the restaurant, but we just couldn't get his attention for several minutes on end after several tries).
He was respectful and sweet when he did get to us, however, he also brought up four very serious and upsetting topics (communism, genocide, global warming, and immigration), all of which I deeply care about, however, I would prefer very much to focus on lighter, more pleasant conversational topics while eating a celebratory birthday dinner. It was an odd experience - I must say I've actually never had a waiter bring up such topics when dining out.
At the start of our meal, I informed the waiter that I am gluten-free due to a serious medical condition which gluten can aggravate terribly. I was happy to see that there are gluten-free options for many of the dishes, which I requested. He seemed to really listen to that, which is important to me, and I did not flare with my condition after eating my meal.
However, at the end of the night, he brought me out a surprise piece of tiramisu with a flaming birthday candle on it. He had a huge smile on his face and he looked so excited, and I was delighted! However, when he put the piece of tiramisu in front of me I had a scared feeling for a second and asked him, ""Is this gluten-free?"" He said, ""No."" I said, ""I can't eat it then, can you please take it away?"" He said, ""I'm sorry, I didn't know."" I said, ""Yes, you did know, because I told you at the beginning of the meal that I am gluten-free due to a serious medical condition."" He said again, ""I'm sorry, I didn't know."" To be honest, the apology seemed genuine. He seems like a nice person. But it's a little scary that he completely forgot something that could have caused me serious pain.
But then he said, ""well, your husband can eat it then."" I said, ""My husband will not be eating birthday cake in front of me on my birthday that I am not able to eat."" He offered me Spumoni or coffee on the house. I declined.
I feel like he was really trying to make things right, I think he just wasn't getting it. I got upset and asked my husband to pay for our meals and asked my husband to leave a 20% tip to be polite (I usually tip between 23% - 27%). I left the restaurant and waited for my husband in the car while he paid. I feel like the waiter does embody the spirit of service that I look for when I dine out, despite the unsettling errors on his part.
Recommended, but if you are gluten-free maybe double-check more than you usually would. This food is absolutely stunning."
Pomodoro,(206) 324-3160,Jacey H.,"Yes, yes, yes. Great service, cozy little atmosphere. Not pretentious. Everything was perfect."
Pomodoro,(206) 324-3160,Michael G.,"Excellent all around.
We came on a Friday night. Many open tables, but they were committed to upcoming diners, so we were seated at the bar. Our good luck since we got to chat up many people behind the bar.
Interesting menu choices, tapas, full dishes, that start traditional Italian but also have a Spanish twist to many items.
We had veal marsala and vodka penne. The marsala was particularly adventurous. Great wine by the glass choices.
Tiramisu is a have-to-have. Eastlake should be proud to have this in their neighborhood!"
Ristorante Machiavelli,(206) 621-7941,John W.,"What a nice find, downtown Seattle -
I wish local-to-me Italian restaurants could pull off the kind of affordable home-made Italian that this place does, right in downtown Seattle, no less.
If I was local, I'd be coming here quite often - I don't know how they make Italian this low of price, and this high of quality. I would have expected to pay more. Heck, in my town, homemade Italian of any kind is starting at over $20 a plate.
This place is comparable in price to Old Spaghetti Factory and Olive Garden (but obviously is worlds better)."
Ristorante Machiavelli,(206) 621-7941,Ken H.,"This is a treasured establishment that always delivers. It is and shall remain a Seattle favorite.
It is small and quaint and it fills up very quickly.
If you go, go when it opens because it will be full by the time you leave.
Spaghetti and Meatballs are amazing and the veal dishes are out of this world.
They also have a great Caesar salad that you can get the WHITE SPANISH ANCHOVIES with and its worth it.
Friendly, but not always warm and if busy, a feeling of being rushed.
Still, a great spot for good food."
Ristorante Machiavelli,(206) 621-7941,Zachariah H.,"I've been to Machiavelli 3 or 4 times now but my opinion of it goes down each time. While the food + price is 5 stars, the wait time & experience makes me feel miserable. Here's my most recent (Tuesday night!) experience:
I arrive and meet two of my friends who are sitting on a bench in the entry hall. Our 4th friend is running late so we can't put our name down yet. This entry hall is maybe 4 feet wide with a small bench & people streaming in and out past the small horde of people waiting. Claustrophobic. After 10 minutes or so, some seats open up in the slightly less crowded bar area. We sit and it's bearable but not like we actually get anything to drink since a) no one comes by to take such an order & b) we're here to eat Italian food not drink shitty alcohol. The clincher is that after our 4th arrives, I have to jostle for position with the other prospective diners as we flag down a harried receptionist who exasperatedly writes our names on the wait list. After 20 minutes, we're finally ready to begin waiting for a table.
Many other restaurants in Capitol Hill also have bad wait times but they usually also:
- Take a phone number & call/text when the table is ready.
Or
- Let you put your name down before your whole party is there."
Ristorante Machiavelli,(206) 621-7941,Prag R.,"Incredibly LONG wait time. We waited for 2 hours to get a table last night. Wish they accepted phone reservations, wonder how this never bothered them as many Yelpers have given the same feedback!
FOOD-
While waiting for the table, we hung around the bar and ordered few drinks and small plates. They were okay. We ordered the main course as soon as we got seated. The bread was good, soft and fresh. Its free for the first time and you pay on from the second order. We got the Spinach Ravioli and my Veal Saltimbocca and they both were so yummy! Worth the wait time definitely."
Ristorante Machiavelli,(206) 621-7941,Khanh N.,"I am sooo glad I found this cute little place! Shoutout to my boyfriend for finding it on his Yelp search!
This cute little place was packed when we got there around 8pm on a Friday night. We put or name down (they quoted as an hour) and went elsewhere for a drink because the bar area was packed as well. The layout of the restaurant is a bit odd and a little difficult to get in and out with people wait on the bench but I think it adds to its charm. Just be prepared to wait but there are tons of places around to grab a drink or explore :)
We came back an hour later. And they called two names that didn't show and then we were up! They quoted us time perfectly. Going into the restaurant area you can see why it's such a long wait. I think I counted about 14 tables for the entire restaurant.
We sat down. Got bread. We ordered drinks. Drinks came so fast. We got a half carafe of red wine. And then we ordered. And our food came. It was such fast and great service! We felt cared for but also didn't feel like they were bothering us all the time. The bread is from Macrina bakery and it was delish! Our pastas that we got were UNREAL. Such good portions sizes and DELICIOUS.
Best part of this was that it was $44 before tip and we were stuffed and had leftovers. That's definitely a STEAL!!
Probably are new go to date night spot. Seriously love this place."
Ristorante Machiavelli,(206) 621-7941,Nancy W.,"I haven't been here for a few years but still love the place. Very small venue and they don't take reservations so either get there early or plan on a wait. We were here on a Friday night and got to the restaurant about 5:15 and they were just about full, even after opening at 5. As an appetizer we ordered the Bresaola Alla Valtinellese which is cured beef, olive oil and lemon topped with arugula and shaved parmesan cheese. My friend ordered the fettuccine carbonara and I ordered the lasagna bolognese. Both were excellent, although I would have liked to have had more bolognese sauce. Noticed that in between some of the layers of lasagna there was nothing but pasta on top of pasta. Wine was nothing exceptional. Didn't order dessert but now wish I had as they featured a chocolate mousse tiramisu. Big regret there. Small cozy bar with good music."
Ristorante Machiavelli,(206) 621-7941,Danielle D.,"TLDR
I'm Italian and from NY--my standards for Italian food are high.
Seattle has a way of taking any type of soul food & making it unapproachable, so when searching through all of the restaurants I was reluctant.
I was given a few Italian restaurant suggestions, but they all were an abrupt ""no"". Through my own search, I found Machievelli. I was hesitant at first--bc yelp photos make it seem like a pizza shop--but
Took a chance.
I was blown away.
There are TWO rooms, a bar area /waiting room and a romantically lit dining room.
Tiny, but the feel and smell brought back NY memories.
I was seated with bread. Thank goodness. Put away 3 plates myself.
Gave them additional tests & ordered the traditional antipast, eggplant parm, & tiramisu.
WAS NOT DISAPPOINTED!
They are a restaurant I will forever go to --and send people to!
Bring cash trust me.
Oh man I loved this restaurant."
Ristorante Machiavelli,(206) 621-7941,Janhavi B.,"My new go-to for a casual Italian dine-out experience. Authentic, delicious and not unnecessarily expensive (unlike most Italian joints in town). We were 3 people and shared the red pepper penne with shrimp, the carbonara and a half-carafe of wine! We ended up paying about $25 a pop. You can expect a long wait given its location in Capitol Hill but you can wait with a drink in the bar area and should get in within 30- 45 minutes. All in all - highly recommend for an amazing Italian fare!"
Ristorante Machiavelli,(206) 621-7941,Isaiah G.,A friend referred me here. We we're in Seattle and our hotel was only two blocks away. We decided to come here for valentines. I can't really judge the wait based on going on the busiest holiday in the year. The is a small but really cute restaurant. As soon as you walk in there's a bench you can sit at if you need to wait. There's a good size bar with tables to the right. Up two steps is the hostess. Once you go to what is considered the second floor it's a small restaurant. I almost felt like I was in a home. The bread and oil they gave with the bread was really good. I ordered a Cesar salad that was pretty good too. My husband ordered your typical spaghetti and meat balls. To my surprise it was pretty authentic and very delicious. I ordered pasta with a white sauce and prawns. My dish was just as good if not better. The service was very good and professional. I would definitely be returning.
Ristorante Machiavelli,(206) 621-7941,Jenny C.,"Machiavelli is a good basic Italian place that is very popular with the locals. There is almost always a wait but we showed up after 8pm on the Saturday and only waited 20 minutes so that was reasonable. The server promptly brought us ice water and Columbia City bread. The bread was definitely fresh with a soft interior and a chewy crust. The dipping sauce is unique too and sold in bottles for $6.50. The wines by the glass were reasonably priced at $7.50-$8.50 per glass.
We ordered the Linguine alle Vongole $12.95 and the Fettucine Carbonara $13.95. My favorite was the linguine. The linguine had a very flavorful spicy garlic red sauce. On the other hand, the carbonara sauce lacked salt despite the bacon and the pasta was served lukewarm which detracted from our enjoyment of it. Oddly enough, the carbonara had a smaller portion size too compared to the linguine despite being the pricier entree.
Two options were available for dessert tonight: housemade tiramisu or vanilla cheesecake. We opted for the tiramisu and were not disappointed. The ladyfingers were soaked with the perfect amount of liquid and had a good coffee flavor without being soggy. The whipped mascarpone on top was a nice touch. Normally tiramisu is layers of mascarpone and ladyfingers alternating but Machiavelli does it differently and I like how there is less cream than usual.
This is a solid place and service was good so we will definitely be back but skipping the carbonara."
Ristorante Machiavelli,(206) 621-7941,Dione L.,"Me and my boyfriend always walk by this restaurant and have been dying to go. We finally made it over here and literally probably MY FAVORITE italian spot in seattle.
The staff/ service was fantastic. The restaurant was super cozy and fun. The food is super reasonable and portions were good.
The pasta was super fresh i got the spaghetti with garlic and olive oil. Super light and good flavors. I'm going to have dreams about this pasta no joke!
10/10 come"
Ristorante Machiavelli,(206) 621-7941,Carol B.,"Honestly, how can you not love this place. It's the perfect place for authentic Italian food and it's so cheap! We've tried so many different dishes here and love each and every one. If I had to make one recommendation, it would be to try the linguine and clams. Don't forget a wine pairing!
Full warning, there's essentially no parking in this area of capitol hill so you should walk or take a ride share. There's almost always a wait, so plan accordingly. The inside is quite small which means it gets loud quickly, but again it's all worth it. We can't stay away"
Ristorante Machiavelli,(206) 621-7941,Victoria H.,"Machiavelli was amazing! It is truly a little Italian treasure on Capitol Hill! I have lived in the neighborhood for a while, but recently decided to try it out and so glad I did!
The only reason I am giving four stars instead of five was the LONG wait. Otherwise, it's a fantastic restaurant! The servers and hostess were all really nice and the food is DELICIOUS. It was definitely some of the greatest Italian food that I have had in Seattle! I really enjoyed the vibe of the restaurant as well. Very hip and casual.
Myself and my friend both had the Chicken Parmigiana and we loved it! It was cooked to perfection and had a layer of sauce over it that was amazing! The cheese melted on top was delicious as well, and to top it off the ground parmesan cheese on top of it made it everything! The spaghetti that came as a sodr dish was delicious as well!
For dessert, I had their in-house made vanilla bean cheesecake, which was phenomenal. It had a Graham cracker crust that just melts in your mouth. One of the best tasting cheesecakes I have ever had!
I definitely enjoyed Machiavelli and I will be returning. :) Please note, if you go on a weekend night, please be prepared to wait a while. However, your wait will be worth it! :)"
Ristorante Machiavelli,(206) 621-7941,Nita L.,"TLDR: Amazing food, cheap prices, ridiculously long wait times for both food and a table.
Food: You get a free serving of bread for the table which was fresh and soft, also much needed because the wait for food was really long. We ordered a half carafe of the house wine to drink, the spinach ravioli - which was creamy and well cooked and my ultimate favorite- The chicken liver lasagne. The chicken liver lasagne takes 25 mins to cook and every bite of it is well worth the wait.
Ambience & Service: This is a cozy restaurant with limited seating so the wait times here are incredibly long. I had to wait for more than an hour to get a table for 2. They don't accept phone reservations either. You can chill at the bar while you wait.
Cost: This is where this restaurant won me over. Cost us just 46$ for a dinner for two people that included 2 glasses of wine per person and 2 entrees. This is a very decent price to pay for the quality of food you get here.
My only complaint is the wait times involved. Else this place is awesome!"
Ristorante Machiavelli,(206) 621-7941,Michael G.,"Trattoria atmosphere, large menu, passable service in a very busy location. Tight tables make for a loud atmosphere.
Extensive menu. We had the eggplant and tortellini with creme sauce, both were spot on. There are so many Italian joints in this general area, this is a good choice for the price. Carafe wine was decent.
We will return."
Ristorante Machiavelli,(206) 621-7941,Jenn N.,"We had to wait 1hr, but the food was really worth it.
The Caesar salad with white anchovies was EXCELLENT. Probably the best salad I've ever had, thought it may or may not have been caused by the 1hr wait time. Anyway, the white anchovy add on is a must.
For the main course, I got the chicken liver lasagna. It was delicious, but I also like eating organs (fair warning for those who don't like eating organs normally and want to see if they'd like it. You won't because the distinct flavor was definitely still there)."
Ristorante Machiavelli,(206) 621-7941,Tom B.,"I've eaten here 18 years now. Moved away, but every time I come back to Seattle, this is a must. Cozy and delicious. Chicken Piccata
fresh lemon, capers, sweet butter - my personal favourite with a side of spaghetti. Oh man. I need to get back up there! Well done you."
Ristorante Machiavelli,(206) 621-7941,Elizabeth K.,"I absolutely loved my meal here! I was in the mood for a more basic pasta dish, something like plain spaghetti with marinara, and Machiavelli offered that. However, I was delighted to end up enjoying the red pepper pasta. It was creamy and full of flavor - perhaps the best pasta I've ever had. After my first bite, I thought, ""can I come here again tomorrow?"" I also got the mixed greens salad, which was served with a great dressing.
The restaurant was busy, but the wait staff was attentive and friendly. One of the staff members took some photos of a group that had finished dining, even though the restaurant was pretty busy. I thought that was kind."
Ristorante Machiavelli,(206) 621-7941,Sou M.,"My friend was craving carbs a few nights ago and she loves italian, so we looked this place up and decided to go.
When we got there, there was a 30-40 mins wait time (on a Tuesday). We were waiting at the bar area and asked the server if we can just order food or appetizers at the bar and she said we can do that. The bartender, however, denied to take our food order or even showing us the menu!
After finally getting the table, we ordered an eggplant parmesan and a penne pasta with red pepper and walnut. They served complementary olive bread with a mix of olive oil and balsamic vinaigrette which we loved!
The eggplant parmesan was just ok, it was too cheesy and not as breaded as we like. The pasta was really good and creamy.
The server was nice and attentive. The ambience is old and cosy, with dim lighting. The wait time for food was long. The value for price is good since the portions are big."
Ristorante Machiavelli,(206) 621-7941,Pinky P.,"This place was recommended to us by family who lives close by. And thank heaven they did! When we first walked in, I was scared we wouldn't get a table. Always a good sign in my book when a restaurant is packed but even a better sign when it's a random Tuesday night!
The service was incredible from the minute we walked in. Everyone was so friendly.
We ordered the chicken parmigiana and the spinach ravioli. The ravioli was delicious and they didn't skimp on the tomato cream sauce. Pretty delicious. The chicken parmigiana blew our minds! We both decided it was by far THE BEST we have ever had! The sauce was so perfect and the chicken portion was perfect. Usually it's too thick and you loose the flavors eating the chicken.
Last we had the chocolate mousse tiramisu. It was also good. I preferred the moose over the rum dipped lady fingers.
The only slight improvement would be the bread in the beginning (which was complimentary). It was really hard and chewy but really does not matter with everything else being so amazing! Go eat the chicken parm here! You won't regret it!"
Due’ Cucina Italiana,(206) 397-4375,Karrissa D.,"I called this evening to verify their cacio e pepe is vegetarian, and it is! yay!
I ordered the cacio e pepe and a slice of sourdough bread through uber eats. The flavor of the cacio e pepe is quite different from what I've had before, I think it's the aged cheese that really made the difference. It was delicious though! The pasta was perfectly cooked (& fresh!) and the 'sauce' still had a really good pepper flavor. The sourdough also came with a light drizzle of olive oil and salt which complemented the pasta perfectly.
Only downside was the temperature, but that's a given with delivery. Definitely looking forward to being able to visit once everything is back open, as this was my first time trying their food. I'm for sure going to order some fresh pasta for home in the future too."
Due’ Cucina Italiana,(206) 397-4375,Andrea O.,"I'm Italian and I'm very picky and demanding when it comes to Italian food (or food in general for that matter). Well Due is among my favorite places to get real genuine Italian food. Everything is good and authentic, my favs these days are the pasta cacio e pepe with guanciale and Tiramisù. This is a must try, it will become one of your favorites too"
Due’ Cucina Italiana,(206) 397-4375,Becca H.,"Due' Cucina is a great spot for lunch or dinner! The prices are great, the servers and atmosphere are relaxed and welcoming, and the food is amazing. My go-to order is the Traditional Bolognese Ragu with traditional spaghetti. My boyfriend orders the Aglio & Olio with healthy campanelle and adds fried tofu. Be sure to get tiramisu, sharing is an option size-wise, but you won't want to. It's to die for! We placed an order for pick-up today since the city is still under the stay-at-home order. There was no fuss and no wait to get our food. We're going to continue supporting Dué through the coronavirus pandemic and beyond. Yum!!!"
Due’ Cucina Italiana,(206) 397-4375,Jen H.,"Thank goodness this place delivers all the way to Kirkland! I miss eating out in Seattle so I was super thankful and appreciative that we were in the delivery area.
I ordered the kale pesto campanelle and it was amazing!! I would definitely order this again. It was cooked perfectly - nice and chewy. My partner ordered the eggplant parm and he was a little disappointed with the portion size; it came in a tiny little box. He was jealous of my kale pesto pasta which I hesitantly shared with him. We shared the tiramisu at the end of our meal and it was fantastic, one of the best tiramisu I have had in awhile. Definitely planning on ordering here more while this pandemic is going on. Highly recommend!"
Due’ Cucina Italiana,(206) 397-4375,Richard U.,"3.5 star place!
Interesting casual dining pasta place up in Cap Hill. I was looking to support local restaurants still open during the shelter at home mandate in effect and luckily they are still open for take out.
Stuff tried:
Eggplant parmesan: i am only person i know that actually craves eggplant parm. The version here is not crispy at all but it is exceedingly delicious! My only gripe is that the portion size is tiny. If you are remotely hungry i would order two servings.
Mushroom with truffle oil on healthy pasta: i am a sucker for mushroom truffle oil anything. Chose the healthy pasta which is made from some type of bean flour instead of wheat giving it a toothy consistency. The pasta has touted health benefits but the consistency might be offputting for some folks. Flavor was pretty good however
Bruschetta caprese: nice slab of grilled bread with fresh toppings. I admit that the to go version seems to have left my bruschetta a bit soggy. Eat this first next time"
Due’ Cucina Italiana,(206) 397-4375,Holly L.,"Hi Holly,
We are glad you like the food. I am sorry that GrubHub took so long to deliver your food. I reviewed your order: your food was ready after 9 minutes the order was placed, and then was picked up by the driver about 10 minutes later. Although the service GrubHub provided is terrible we are not responsible for it as we have no control on the delivery and I would like to ask you to not penalize us. I suggest you to contact GrubHub customer service and ask for compensation.
Let me know if I can further help you."
Due’ Cucina Italiana,(206) 397-4375,Marie B.,"I love pasta and have been to just about every Italian spot in Seattle. Handmade pasta, I'm there! Pasta in a casual setting, even better! Most often though, I don't have access to the likes of Il Corvo, Pasta Casalinga, G.H. Pasta, Ristorante Machiavelli, Tavolata, or La Vita e Bella because I currently don't work in Seattle.
However, the very first Yelper I ever met is credited for the recommendation to Due' Cucina Italiana *Bryan K* Clearly, I had been under a rock and late to the pasta bowl party at this popular Capitol Hill/Broadway spot. I've interacted with the two brothers than run DCI, great charismatic business owners. Brilliant concept and business hours until 2200! Great counter staff and efficient kitchen crew. A variety of seating are available whether dining solo, pairs or larger groups. Just remember to kindly bus your table at the end!
My first visit was back in December 2018 (been open since October 2016!) and have been back so many times that honestly I've lost count. This is a long overdue Yelp review as I just had a custom pasta bowl for dunch/linner hours ago (1/27/20).
Assorted fresh pasta that's crafted on site. Your pasta bowl is customized by selecting type of pasta, sauce, and other ingredients from the giant wall signage. Order and pay at the counter, then find a place to sit if dining onsite. There's also brisk takeout and delivery traffic.
In about 15-20 minutes your name is called or check the status on the order monitor. I like to admire my pasta bowl and then dig in while nice and hot. Feeling raveneous, one can easily polish off a bowl. Most often, I have tasty leftovers for another meal.
Another item I've had often (but not today) is their delicious tiramisu. Enough to share, or not!
So thank you Bryan K, Due' Cucina Italiana has become one of my regular spots.
High quality, delicious, affordable, satisfying, highly recommended!"
Due’ Cucina Italiana,(206) 397-4375,Theresa L.,Ordered from here for the first time last night. Had delivered and dropped at the front door. Everything was timely manor and tasted great! Can't wait to try more
Due’ Cucina Italiana,(206) 397-4375,Julia L.,"Had a lovely lunch here recently! The place is modern, clean, well lit (large windows) with plenty of open seating. Remember to seat yourself & bus your own table. My group tried a variety of the sauces...
- traditional bolognese: rich, hearty, filling
- cacio & pepe: the cheese flavor was very sharp and strong, delicious but a bit too much for me
- amatriciana: lots of tomato flavors + smokey, savory goodness in the form of guanciale (cured pork cheek)
- mushroom & white truffle oil: creamy, thick, but not too heavy. Wonder, well balanced flavors between the mushroom and truffle oil (personal favorite out of the 4 sauces)
The pastas were all fresh and perfectly al dente (firm, chewy). Personally enjoyed the rigatoni and ca campanelle best. Would recommend and come back again!"
Due’ Cucina Italiana,(206) 397-4375,Pauli D.,"Who knew such a cute little pasta shop could be found in cap hill? The sauces are pretty light and the noodles are cooked just enough to still have that bite where it sticks to your teeth. You won't feel heavy with cheese or sleepy from too many carbs. You order first then pick up your food in the back from the kitchen. It's bus yourself when you are finished here, they have water in the back and utensils available on the table.
The tiramisu is also very very nice and I usually don't even like tiramisu so a round of applause for that. We need to come back and try more dishes because for the low price you get a great amount of food."
Due’ Cucina Italiana,(206) 397-4375,Edward A.,"Friendly staff, in a way. I was told the order line starts near the entrance. I thought i had to order at the food pickup area. Oops.
I had eggplant parmesan. Pretty tasty little appetizer dish. My wife had the only pasta dish that was rated high on the al dente-ish. Those noodles were rather undercooked. Felt like i was eating them raw. But i guess thats what it is by definition? I can definitely see the appeal."
Due’ Cucina Italiana,(206) 397-4375,Yvonne Yiyao X.,"Can't believe it took me so long to find this place. Friendly service. Reasonably priced. Food is fast and fresh. Delicious sauce. Pasta is al dente. I loved both pasta dishes and the tiramisu. I see their take out orders coming out rapidly. The store is not super busy or overwhelming. The owner actually cares about his business and was cleaning up here and there. The kitchen is bright and clean - always a good thing to be able to see the kitchen.
Four stars but only because of my love to Il Corvo. This is a place I'll certainly come back soon."
Due’ Cucina Italiana,(206) 397-4375,Cristina G.,"I have ordered this twice to be delivered to my office using uber eats. This is the best italian pasta I have eaten in Seattle with the exception of Barolo. The pasta is definitely made freshly from scratch and cooked perfectly al dente chewy.
My favorite dish is the mushroom and truffle oil pasta The first time, i went with another reviewer's suggestion and added pork. I decided I liked it better without pork since pork was flavorful but a little greasy.
Last time I ordered a pasta with another type of ragu and it was also great but needing cheese. Make sure you request extra cheese if you order this pasta.
I would pass on ordering any of the breads."
Due’ Cucina Italiana,(206) 397-4375,Brianna F.,"Thanks Brianna for your lovely review. It was a pleasure to host you and your friends!
See you next time,
Filippo"
Due’ Cucina Italiana,(206) 397-4375,Derek H.,"AMBIANCE
I'm a huge fan of white tile on white grout walls because it really brightens up the place. The servers are super friendly and nice. Food came out in less than ten minutes. It's cool to see all the pasta being made behind the counter. The place is really clean.
FOOD
We went with the Mushroom and White Truffle Oil with Pork Sausage and the Traditional Bolognese both with their recommended pastas. You could definitely taste the freshness of the pasta (not that I had any doubt because they literally make it behind the counter). The noodles had a great bounce, while still remaining a perfect al dente.
The sauces were great, but honestly just didn't fit my preferred palette. Completely a personal thing. The wine hints in the bolognese were too pronounced for my liking. I prefer a meatier and drier bolognese. It was hard to taste the truffle in the other dish. Then again it's $13, you can't expect much. I would have preferred more cream, but again, it's just personal preference!
OVERALL
Great vibe, I love being able to choose different sauces and noodles. I'd come back if I was in the area for a different dish."
Due’ Cucina Italiana,(206) 397-4375,Monica L.,"I'm not a pasta lover whatsoever. I eat pasta maybe once or twice a year. But I about licked my plate and my friend's plate. Holy moly. I couldn't get enough of my lasagna and her campanelle.
The staff is super friendly too. You pick up your food, grab your own water, and bus your own table. You have to go up to the counter to order too. There's no waiter but nobody cares because the pasta is out of this world.
It's too bad I don't live right above the building. I'm now a total convert."
Due’ Cucina Italiana,(206) 397-4375,Tracy C.,"Hi Traci,
I am sorry to hear that you did not have a good experience in our restaurant. We pride ourself of good friendly service and quality food.
I wish you told us about the issue with your food when you were at the restaurant, our staff is trained to resolve the issue timely and be sure that everyone that leave our premise will have a positive experience.
If you are interested in giving us another shot, I'd love to host you again at Due' for a complimentary meal, and in that occasion hopefully also collect more feedback from you. Just send me an email to info@duecucina.com and we can get it arranged.
Thanks again for your time and valuable feedback!
Filippo"
Due’ Cucina Italiana,(206) 397-4375,Jen L.,"Hi Jen,
Firstly, my apologies for getting back to you on this review so late! It has been an incredibly busy month, add some travels in the mix... and somehow we missed your review :(
My second apology is for the inconvenience you encountered during your meal with us.
With regards to your comment on pasta temp: I understand your frustration. We use a plate and bowl warmer exactly to avoid issues like this, however last month the equipment broke and we had a few days of gap before we received the new unit from the manufacturer. We tried our best to ensure customers would not perceive the difference, and luckily we didn't get complains during that time, however it looks like your order was affected.
With regards to salmon: it's hard for me to judge from the pic, however our salmon pasta comes with a scoop of salmon meat on top. If you didn't receive it, it was probably a mistake committed by our plater.
I am glad to offer you a refund on your pasta dishes to compensate you for the bad experience, or alternatively a free meal on us to give us another shot! Please let me know if you are interested in any of these options and we'll get it done asap!
Thank you for your kind feedback, looking forward to hearing back from you soon!
Filippo"
Due’ Cucina Italiana,(206) 397-4375,Melody Y.,"Oh my goodness the food is absolutely incredible here! The pasta is fresh, cooked to al dante perfection, and tasted amazing. I love how they offer sublime quality Italian dishes in a casual environment.
Being from Vancouver, I never thought there'd be a place like this. Wanting Italian food always means paying significantly more for a fine dining experience. Not only is Due Cucina super casual, but the prices are also affordable as well. I highly recommend adding a poached egg to your pasta! Elevates the experience to a whole other level."
Due’ Cucina Italiana,(206) 397-4375,chara c.,"Hi Chara,
We are sorry to hear that you did not have a great experience in our restaurant. We pride ourself with the quality of our pasta above everything else. We are a counter spot casual restaurant and we are sorry to hear that you had different expectation. For what concern the ""bite"" let me point out that you had the campanelle (rated 2/5 on our aldentness scale and the bucatini that is hollow inside, so it has intrinsically less bite). If the sauce was too salty that might have been a mistake, however on the cheese side we use a Pecorino Romano of the finest quality to balance the sweetness of the sauce and recreate the authenticity and peasant origin of the dish, but I understand that could be too strong for some. I believe that our food is much better than what you experience today and I would like to invite you for a complimentary meal, a good occasion for us to gather more feedback and hopefully win you back.
Sincerely
Filippo"
Tavolàta,(206) 838-8008,Phil G.,"A week ago, we were told Tavolata wouldn't do take out. I phoned tonight, 3/13/2020, and sure enough, Tavolàta was happy to have us pick up food. We have been on a social distance quarantine since the Coronavirus pandemic erupted. I guess other people aren't reading the same research I am. People were out and about, in spite of the rain, and in spite of any contagious virus. The bars on 2nd Avenue were full, including the bar at Tavolàta. I felt foolish, locking myself inside all week, but then again, my age is susceptible to complications if I contract the Coronavirus. Foolish, paranoid, overly cautious, vigilant, better safe than sorry; who knows?
The food from Tavolàta was good. Our rigatoni and pappardelle pastas were good. The Arancini balls were a bit bland for my taste. Carpaccio was okay. Bread was well baked. Prices were Seattle high - $100 for this meal. Expensive, but there isn't much choice in the Emerald City. This is not an egalitarian city anymore."
Tavolàta,(206) 838-8008,Brian B.,Great service! Great food! Definitely Italy recommend the knoche! My wife and I will definitely be back
